10      15      0.2157835234    0.2     0.93
15      20      0.4124753314    0.2     0.93
20      25      0.7073652636    0.2     0.93
25      30      1.121756854     0.2     0.93
30      40      1.375982239     0.2     0.93
40      60      2.302971967     0.2     0.93
